0,0.40969804,0.00127531,0.5782868,1.6766789,0.7397541,1.2368098,0.16493297,0.18004405,0.10052192,0.083663225,7.9749703,6.69,0,0.000256148,0.5032027,-1.3967296,0.000159505,-0.020954631,30.391052,0.48467267,-1.2142965,9.487011,12.8297825,3.3427715,36.317204,41.452637,-10.332808,-1.9453651,0.000718776,2.316,0.32143775,0.3583504,0.16943803,0.49162254,-0.14645277,1.4262227,0.44064158,-0.14266302,0.47093043,0.13522644,0.002513726,3.7577634,-2.0291438,1.3676922,0.9841189,-0.5664946,0.8373463,-3.4825644,3.220297,0.006668377,0.4336017,0.14156097,0.034270857,-1.6935998,-0.002350694,1.8022236,0.003761668,1.474428,1.4534596,0.00049438,0.9658089,0.93314356,267.84592,7.616356,0.47808194,2.532907,20,0.447193,0.96748304,58.880157
0,1.4318627,0.008587108,1.1360751,2.2573984,0.13557729,2.5033484,0.30345178,0.2641015,0.1380086,0.15139425,2.7704322,3.74,14.63,0.002444528,0.50780517,-1.6362317,0.063454054,-0.29494435,46.174507,0.56253254,-0.9803782,7.7657447,12.189222,4.4234776,38.251198,57.64854,-25.470652,-3.6059315,0.0033526,2.7015383,0.7959307,0.06073712,0.33167362,0.60277015,-0.45884115,1.6021261,0.8178096,0.41244203,0.88590044,0.312186,0.03886656,10.211243,-5.851979,2.1791666,0.9832644,-0.24070731,0.8328319,-4.901239,3.7734294,0.00807537,0.356591,0.29451117,0.59260345,-1.1577576,-0.001758208,4.359254,0.007667339,1.4902712,1.5410125,0.003480158,0.9805186,0.3485211,1621.6189,7.189585,0.44946358,7.0998178,-20,0.4335253,3.1976326,87.96598
0,1.7741604,0.025593895,0.29697242,2.0355012,0.18800303,2.803688,0.41286767,0.3978846,0.2082262,0.216892,2.2614574,1.4,9.4,0.004859529,0.51518834,-1.1338613,0.10937452,-0.40130246,51.805317,0.49226993,-0.40334,1.4684725,6.4939895,5.025517,43.784023,76.29775,-25.259336,-7.7338066,0.004413243,3.115238,0.7974967,0.003492787,0.38047686,0.7019135,-0.38747784,6.6280847,1.8913736,-0.31780392,1.7237303,0.1290436,0.049465902,5.3489475,-4.598544,1.5195348,0.9817768,-0.13069609,0.70873195,-4.3045034,3.3907144,0.018307323,0.29433036,0.266974,0.89396334,-2.0406039,-0.001310104,3.1551027,0.008705098,1.5034068,1.561878,0.011269646,0.96169466,0.50431806,4672.2676,0.9320802,0.49235722,8.05462,-20,0.5097171,3.4070709,88.54763
0,2.0678205,0.012189674,1.0749321,1.6179273,0.06037852,2.584494,0.62972856,0.42463732,0.29873025,0.34428072,2.4753258,7.1099997,13.66,0.008743057,0.52155125,-1.5890205,0.15540111,-0.5588605,64.56914,0.56241643,-0.36809155,-5.2829103,0.36284363,5.645754,39.87159,71.68076,-13.488217,-7.8071947,0.003667479,2.4646153,1.082505,0.7810121,0.6306818,1.1089864,-0.541887,3.841935,1.091202,-0.5921256,1.0484078,0.39128903,0.052173592,13.396092,-6.7318716,3.5722222,0.99423987,-0.008031623,0.7415141,-3.9124758,3.991815,0.001318739,0.25023007,0.11131851,0.19388233,-2.1875126,-0.001459997,4.5082345,0.009369108,1.5507932,1.6872556,0.012040987,0.97163236,0.17538074,1399.4038,-6.179869,0.4157087,9.939974,20,0.40777194,3.9183056,88.22768
1,1.122963,0.003014599,1.5123453,1.9175812,0.29572463,2.2431417,0.20622003,0.20525849,0.108223796,0.115731716,2.965352,8.62,29.9,0.00040978,0.5113388,-1.8194859,0.00101015,-0.4379522,47.05138,0.51294166,-0.42447576,-1.1848139,3.1107826,4.2955966,42.33438,63.03147,-20.592266,-3.1328406,0.005343414,5.8709087,0.6570584,0.22934024,0.35032514,0.5301168,-0.27832413,2.2781036,1.4975845,-0.16546066,1.1615324,0.38371032,0.006279409,5.3728113,-3.0047255,5.228571,0.992624,-0.093784206,0.55060786,-4.1723976,3.519697,0.001786672,0.36958438,0.4866682,0.98321956,-2.083177,-0.001006024,2.9376135,0.005042018,1.487179,1.5039914,0.003114276,0.97926307,0.69287884,419.44156,-1.3397473,0.55899775,10.575873,-20,0.43545175,1.934136,75.52512
0,1.9395678,0.00753008,1.0285778,2.1726005,0.090781674,3.034736,0.30597496,0.32140112,0.1549958,0.17221308,3.57275,7.1299996,11.929999,0.029757412,0.5126159,-1.9122667,0.118041396,-0.65948254,70.322105,0.53333664,-0.2991435,4.5178485,9.588495,5.070647,49.8143,69.05013,-24.709133,-7.2760177,0.004887997,2.6553125,1.1034099,0.5026415,0.5313397,0.93163973,-0.44697517,7.8459725,2.003634,0.2665056,2.08074,0.3145863,0.062307853,14.171039,-5.1775513,3.3114285,0.9918059,-0.3469405,0.7663612,-4.4672756,3.8086913,0.00101833,0.3770603,-0.03512314,0.6516525,-2.0026743,-0.001269355,4.951599,0.004780534,1.5157392,1.5983037,0.023514323,0.9670308,0.39125043,4165.4287,3.3038135,0.4368925,14.0727005,-20,0.48241928,5.300888,85.216705
0,1.3784211,0.014759478,1.2016896,1.5191586,0.19234544,2.147582,0.59521,0.5713862,0.26757598,0.21980703,3.8650467,5.0899997,47.82,0.001472031,0.4945199,-1.6373578,0.32364374,-0.2648962,64.97525,0.54797757,-0.8336267,7.4174776,13.079593,5.662115,49.352654,64.94574,-17.431877,-8.6511,0.003072322,2.360769,0.84904826,0.99901867,0.7521199,0.8580946,-0.5516534,7.655401,0.9781519,-0.24884348,0.8410007,0.36911866,0.088424206,14.975623,-5.1308165,1.6107894,0.995911,0.029771734,0.8307164,-4.4466457,3.5059423,0.018666666,0.3993592,0.21307637,0.71407604,-0.7836284,-0.001191072,2.9016933,0.003793902,1.5602745,1.7359201,0.003513421,0.98346126,0.5103643,4867.8325,6.103096,0.4789423,6.6706166,20,0.44108462,4.5576997,81.98602
0,0.6760748,0.003985412,1.7669821,0.718446,0.001098097,2.3502977,0.35413933,0.3722036,0.23280358,0.3024087,3.3961012,5.4,13.2,0.000549048,0.49423394,-1.5620042,0.000914437,-0.3107894,85.331665,0.5166313,-0.47014865,-0.25822467,5.503923,5.7621474,43.346275,71.74065,-19.44147,-8.673796,0.005369437,0.71,0.6029135,0.008967789,0.613144,1.041338,-0.52931017,6.7664924,-0.5789209,0.45163795,-0.5818,0.3556953,0.016890747,8.910706,-4.632017,4.206923,0.9994509,-0.15333074,0.34809664,-4.63532,3.8401103,0.001060445,0.26918435,-0.2246876,0.48538476,-2.0407038,-0.001041682,9.684798,0.004134313,1.5657822,1.7490286,0.009120736,0.9687842,0.53766507,4270.343,0.13400568,0.5396047,21.721384,19.999996,0.38092154,5.1602573,89.21832
1,1.658575,0.003321661,1.36044,2.135262,0.28332084,2.1193976,0.22545886,0.23978639,0.1342504,0.110275745,9.190471,47.809998,15.25,0.022922397,0.5032511,-1.6639928,0.001422521,-0.67353934,69.41758,0.51416695,-1.3057019,0.27203912,5.2445083,4.9724693,40.33546,70.50609,-21.168743,-2.5679283,0.005234552,7.475,0.42106736,0.001500375,0.29550067,0.5237915,-0.3274637,22.805037,2.030873,0.5591375,1.8897638,0.35284114,0.0124591,3.7004523,-3.9281158,6.005555,0.9916646,-0.07644449,0.9257314,-3.9267056,3.3524103,0.018305562,0.3014185,0.02669844,0.3511214,-1.9224242,-0.000428406,2.2432687,0.002111462,1.4884448,1.5440052,0.02264289,0.9760055,0.7231969,230.20486,1.3911905,0.56913,6.2379966,-20,0.48256677,1.1690439,78.07958
1,1.0376092,0.001836574,1.2945982,2.3181357,0.09893048,2.3079357,0.33662033,0.3556137,0.1402533,0.11285138,3.2082968,2.22,8.71,0.007486631,0.52527416,-2.007295,0.001081986,-0.4082315,50.876457,0.5565363,-0.7615305,-0.62141013,5.558546,6.1799564,52.024036,76.73219,-32.78472,-12.630306,0.004900371,2.1217647,0.9377311,0.7887701,0.511875,0.33719608,-0.24694878,2.1748102,-0.23132113,0.6952743,-0.30315,0.24279103,0.00373258,8.861303,-3.8464847,0.54470587,0.99839574,-0.239027,0.7671123,-5.086521,3.3616624,0.16332665,0.3749039,-0.4372275,0.7774626,-1.8960341,-0.002654533,3.7936237,0.006946184,1.4791592,1.5272542,0.01638679,0.9006823,0.2821865,929.7952,-0.5244714,0.41624448,7.1255426,-20,0.40556744,2.6396978,81.84948
