target,audspecRasta_lengthL1norm_sma_upleveltime25,pcm_fftMag_psySharpness_sma_leftctime,mfcc_sma[5]_upleveltime75,mfcc_sma[10]_percentile1.0,mfcc_sma[12]_skewness,pcm_fftMag_fband1000-4000_sma_de_quartile2,audSpec_Rfilt_sma[12]_peakMeanRel,audSpec_Rfilt_sma[22]_meanFallingSlope,pcm_fftMag_spectralSlope_sma_qregc3,mfcc_sma[5]_qregc2,audSpec_Rfilt_sma_de[5]_peakDistStddev,audSpec_Rfilt_sma_de[11]_peakMeanRel,audSpec_Rfilt_sma_de[20]_stddevFallingSlope,mfcc_sma_de[2]_meanFallingSlope,mfcc_sma_de[5]_minRangeRel
1,0.13398008,0.5040629,0.10927673,-36.072662,0.39990664,-1.39E-06,2.1432884,15.443136,0.9739896,-0.001286522,0.8400855,20,11.714919,74.04468,0.6243497
1,0.05328108,0.5057107,0.06643327,-28.955599,1.2825719,-4.46E-07,2.0437362,12.136775,0.9672721,-0.000674002,0.9239175,-20,7.233959,52.358997,0.65916085
1,0.055634994,0.5108512,0.04534234,-29.300255,-0.060633563,3.73E-09,2.4323685,6.749515,0.9935846,0.004161006,1.7667984,-20,5.3157797,66.17509,0.63646036
1,0.04426693,0.50424224,0.007816398,-23.389399,0.1293175,-9.66E-08,2.0229893,9.685241,0.9873066,0.001731806,1.1143405,-20,8.613901,67.96838,0.60722876
1,0.08151184,0.50655615,0.023124544,-33.699966,0.16111355,-9.15E-07,2.2958322,14.56223,0.99688596,-0.001437695,1.279854,20,13.991801,70.88447,0.5858456
1,0.003694231,0.5032661,0.12801589,-35.39496,0.76253396,-1.23E-06,3.674731,43.487244,0.90615654,0.01366226,2.69362,20,74.892525,81.28693,0.5792777
1,0.050670855,0.49928653,0.04122682,-34.674515,0.06355671,-1.30E-06,2.7133324,15.8824415,0.90912306,0.001769,0.98496646,20,11.10369,74.55587,0.6060749
1,0.014131338,0.49529085,0.09498754,-24.335718,0.033282503,-3.52E-06,2.631173,18.220343,0.92908776,0.003241096,0.5830714,-20,18.581654,94.7976,0.5860779
1,0.2129995,0.5018001,0.25569838,-30.03821,-0.5344704,-2.28E-06,1.9715577,12.613618,0.9469216,-0.001908008,1.0774637,20,7.4989314,74.07981,0.611449
1,0.001417494,0.5081284,0.015087105,-27.35829,0.017802395,-1.21E-08,2.2360985,11.567127,0.9828883,0.000829352,6.482461,20,14.132657,57.613564,0.60296
1,0.03727174,0.5113797,0.21738768,-38.025967,-1.0669957,-1.32E-07,2.4064736,7.8481126,0.9353915,0.002667314,2.4956775,20,9.29745,57.05285,0.623314
1,0.044378147,0.50121176,0.32460392,-17.796066,-0.12511475,-1.28E-06,1.9459236,15.654514,0.98962194,-0.003492064,0.9628615,-20,13.21525,68.22737,0.6185639
1,0.13065077,0.5136544,0.2878412,-31.957756,0.06332011,-2.24E-07,2.2006464,13.39212,0.94233394,0.005762822,1.1635249,20,9.54024,79.43355,0.64527583
1,0.080311514,0.49963513,0.056406517,-23.351587,-0.24964276,-3.90E-08,2.2172174,7.1088395,0.99274504,-0.003820605,1.1240215,-20,4.933351,66.114914,0.47756574
1,0.36450884,0.49303988,0.020496428,-17.26196,-0.05541698,-2.00E-06,1.8769091,9.025831,0.93548113,-0.000465297,0.626243,-20,6.566175,83.78669,0.6883257
1,0.032478817,0.50228065,0.0577633,-26.507027,0.4010565,-7.67E-06,3.1035166,10.474415,0.9924173,0.000216147,0.91964734,19.999155,20.239193,65.302,0.6484613
1,0.089749575,0.51842636,0.048655372,-28.711027,-0.4383722,-6.71E-06,2.1341136,13.528076,0.9351894,0.001623874,0.53603494,-20,11.345709,71.36633,0.6202182
1,0.41678563,0.5157015,0.043017328,-18.713142,0.2995252,-5.84E-06,1.6671095,12.407147,0.99099666,0.000518522,0.6429651,-20,9.380241,60.633244,0.7109158
1,0.17655367,0.50388145,0.079689704,-25.022493,-0.3132943,-3.35E-06,2.2769456,13.580856,0.9531021,0.00279057,0.3859583,-20,5.9514256,75.283325,0.62431574
1,0.027766196,0.5131305,0.004834542,-10.785822,-0.032313857,-2.18E-07,2.4602168,6.7338915,0.89960045,0.000794006,1.5803245,-20,6.1326375,49.51982,0.60772175
1,0.06512634,0.5119546,0.05131668,-24.698812,0.20406647,-4.01E-07,1.587517,15.314704,0.99153745,0.001935185,0.39016345,19.986277,7.4274282,59.60558,0.67139554
1,0.23502825,0.50903445,0.07336343,-25.576939,-0.20034543,-2.39E-07,2.0037344,11.424451,0.9553051,-0.009738809,0.32789725,20,9.736042,74.943,0.5085936
1,0.05626168,0.51158446,0.015128875,-30.635254,-0.36265552,-1.70E-06,2.299206,8.280702,0.9314378,0.008610707,1.0083479,-20,7.9465275,74.52701,0.62234664
1,0.09488821,0.5091825,0.006400168,-30.053581,-1.0267117,-3.88E-07,1.9971083,9.684684,0.9851596,0.002149385,0.9581885,-20,8.320504,66.07571,0.60266304
1,0.020336943,0.5040905,0.070964634,-28.511343,-0.20545061,-2.60E-06,2.4334068,9.98952,0.92445153,0.000226105,0.55348796,20,19.087543,71.14631,0.5679622
1,0.055308327,0.50186145,0.017884703,-25.221405,-0.19220717,-2.26E-06,2.3320522,16.24942,0.9805598,7.84E-05,1.7288836,-20,11.351446,69.08305,0.5702227
1,0.001804783,0.4925575,0.30527583,-28.344147,-0.3825241,-1.74E-06,3.2778203,24.761095,0.93914884,-0.001528868,1.9231148,-20,27.57304,93.23984,0.611842
1,0.17944536,0.49388504,0.30684596,-26.485416,-0.22320728,-5.31E-06,2.0076437,6.919736,0.9753914,-0.001229294,1.001542,-20,6.695245,78.95166,0.6023344
1,0.038772617,0.50370985,0.26998416,-29.77412,-0.9977239,-1.62E-07,2.4233081,10.456554,0.9798212,0.001057399,2.621493,-20,16.369276,63.354923,0.652784
1,0.14181393,0.51379764,0.014596409,-39.866158,-0.6832741,-1.51E-07,1.9763943,5.1065636,0.93049985,0.001681412,1.5976961,-20,4.7829304,66.70992,0.644345
1,0.054633904,0.5064222,0.001620746,-22.783451,-0.38477466,-1.38E-06,2.023441,13.333814,0.9850168,-0.003181726,1.7948785,20,15.885826,59.63826,0.61547625
1,0.12486815,0.4994727,0.16236162,-25.117285,-0.7364101,-2.92E-07,2.201294,7.6242647,0.98361987,-0.002667598,1.4523816,20,4.491649,66.00263,0.6325686
1,0.111259796,0.50936544,0.020733805,-34.30784,-0.6373184,-1.87E-05,2.1534915,8.808078,0.9503683,-0.002211105,1.541972,-20,14.503485,65.28688,0.574225
1,0.06737503,0.5030171,0.04583836,-40.14427,-0.4810985,-6.04E-06,2.5522997,18.686,0.97593755,-0.00271405,0.7831662,20,9.767766,77.95237,0.48218396
1,0.001224808,0.503284,0.14479688,-27.99709,-0.49019203,-2.00E-07,15.378437,14.801125,0.95768046,0.002776295,0.049999997,20,157.89423,59.181885,0.6077337
1,0.21026695,0.49692118,0.08432499,-36.30986,-0.28161895,-2.33E-06,2.4238207,8.295076,0.9147109,0.009384315,0.4405755,20,7.9832616,88.56896,0.6085111
1,0.055077218,0.50744635,0.027045486,-31.163334,0.46692407,-6.60E-07,1.9472365,7.856404,0.967757,0.001860427,0.85256827,-20,6.8286757,57.85954,0.60996413
1,0.031363733,0.49614727,0.0407661,-33.1291,0.79136366,-2.36E-06,3.486799,24.210636,0.90346104,-0.001561916,0.87592536,-20,26.131964,92.14614,0.573967
1,0.118654825,0.5022201,0.004755866,-20.474815,-0.87481725,-9.20E-08,1.8043112,9.879137,0.99257386,0.001424449,0.7949103,19.999882,10.501502,60.160908,0.6613763
1,0.24947336,0.50120336,0.08706767,-29.90327,-0.59905994,-1.26E-06,1.5852585,4.8674946,0.9566828,0.004921336,0.65639067,20,4.6912165,61.108078,0.6588974
1,0.10414671,0.50280476,0.08480372,-34.36782,-0.29866624,-3.77E-05,2.0295749,14.460354,0.9398037,0.006260541,1.8542472,-20,8.144957,63.24732,0.5994115
1,0.00136612,0.5092564,0.439017,-42.663185,-0.951134,-2.45E-07,18.629852,1.4745272,1.0028319,-0.005349343,25.090038,-20,167.64726,65.39122,0.6118054
1,0.04784689,0.5167412,0.24001233,-18.76821,-0.5333125,-1.69E-07,2.117301,3.6723228,0.9934205,0.001555957,0.89569104,-20,5.567773,66.664795,0.7201772
1,0.007579859,0.50748694,0.01154193,-38.370377,-0.76986957,-3.31E-07,3.0428586,21.19216,0.9690212,-0.000352806,1.5020479,20,49.806595,77.78156,0.7204028
1,0.040412124,0.51075107,0.16728327,-27.385473,-0.1071406,-3.09E-07,2.015219,5.9525023,0.977318,0.001449411,1.6095942,-20,6.7286487,57.59326,0.6753744
1,0.016711514,0.5061588,0.05534324,-41.682594,0.08721318,-2.16E-06,2.962111,15.101625,0.9829871,-0.001064487,2.576695,20,13.42156,67.28034,0.7077749
1,0.06986699,0.5089409,0.043239113,-33.794205,-1.3473892,-2.89E-06,2.9915283,10.210233,0.97380537,0.002894393,1.0588783,19.999992,7.4468026,76.83515,0.6690604
1,0.017407047,0.50772655,0.009742519,-21.456816,-0.224319,-5.03E-06,2.2010357,11.405896,0.9619668,0.001534113,1.3595586,-20,10.354218,57.86075,0.7101917
1,0.04602217,0.5021742,0.25648576,-33.95428,0.12579648,-3.22E-06,2.4315622,6.716427,0.9778628,0.004027371,1.9019756,-20,5.778675,62.319126,0.69437236
1,0.012545278,0.508789,0.4310695,-22.461517,-0.453718,-9.39E-08,1.8531315,6.7071753,0.99641156,0.001618962,1.993573,-20,7.9722867,53.757122,0.7420357
1,0.011756858,0.50537723,0.015753938,-22.386614,0.98925453,-3.66E-07,2.672658,16.573864,0.93301034,-0.000497886,0.9958804,-20,10.759922,69.364296,0.48651552
1,0.005952381,0.5098156,0.04726516,-31.818031,-0.50825155,-1.49E-05,3.9046237,12.958974,0.914257,0.002564023,1.7297736,-20,7.928541,71.79593,0.6299301
1,0.070162274,0.5031417,0.37524614,-26.928743,0.7083205,-5.49E-08,2.6564856,12.452821,0.99374074,0.00184322,0.6384293,-20,7.1263843,70.758385,0.67012316
1,0.08212928,0.5145203,0.032223742,-32.51156,-0.5019589,-7.11E-06,2.379489,21.912306,0.9579135,0.001158612,1.2242008,20,21.229525,78.385315,0.58419126
1,0.18691155,0.5121123,0.00724973,-19.9713,-0.3670371,-3.40E-06,2.3363266,12.966301,0.98654544,-0.002209854,0.659561,20,12.385938,75.969284,0.62501967
1,0.07627829,0.50377077,0.013067516,-27.076054,-0.47891238,-9.81E-07,1.775177,6.9161396,0.972282,-0.002422761,1.6426458,20,5.649869,66.69852,0.5806064
1,0.007111111,0.50577575,0.015278025,-31.851133,0.06311608,-2.69E-05,3.4756513,19.143015,0.9411688,0.004671689,4.3201184,20,31.255892,89.913185,0.67568886
1,0.004415761,0.5047522,0.33378562,-22.501328,-0.44804984,-4.64E-10,5.530407,9.942883,0.9117674,-0.009766517,1.4000202,20,26.52863,56.81832,0.6367081
1,0.27596524,0.494374,0.021500783,-25.954693,0.6873038,-4.48E-06,2.4056342,10.872245,0.94260406,0.001559453,0.4460872,-20,6.592144,104.64473,0.5816039
1,0.16455202,0.49717075,0.2757948,-33.13777,0.16174972,-3.09E-06,2.9830036,15.159021,0.9640994,0.010343117,1.5760717,20,9.285353,80.44437,0.55944836
1,0.035187192,0.50487703,0.00458448,-24.537767,-0.22194116,-2.49E-06,2.1092668,14.2947035,0.9714299,0.000838748,0.5111362,20,9.935388,63.44234,0.5427911
1,0.064440414,0.51317334,0.003732537,-46.442375,-0.67525655,-4.40E-07,2.4357705,12.297272,0.96392184,-0.000314166,1.2649158,20,10.617639,73.95938,0.619116
1,0.17119631,0.5046094,0.003638128,-19.281042,-0.49068338,-3.16E-07,1.5491868,10.565736,0.9818668,-0.000744723,0.9932755,-20,8.047449,54.938705,0.5946575
1,0.002753809,0.49935767,0.025866814,-24.052784,0.031733364,-9.48E-08,1.9914018,14.092064,0.99020195,-0.005292889,0.8482121,-20,21.221527,62.187035,0.53196615
1,0.22359155,0.52032,0.2234485,-24.74635,-0.56185406,-5.31E-06,1.8796378,8.945514,0.99049884,0.002185061,0.74148786,20,5.4847136,68.11246,0.54311347
1,0.020279167,0.5032912,0.18241642,-27.837452,0.12872025,-1.35E-06,2.5695934,12.482369,0.97534734,0.003122472,1.2800653,20,14.181517,71.23543,0.6260983
1,0.1056338,0.49190712,0.1754571,-18.94931,-0.41999614,-8.03E-06,2.5939891,12.976497,0.8392576,-0.007833504,1.094664,-20,8.056807,75.38861,0.5892264
1,0.32139593,0.50776255,0.026109183,-31.370766,-0.3155893,-4.30E-07,1.8382473,11.541473,0.93600935,0.003831328,0.49237132,-20,6.159101,76.19564,0.65081143
1,0.092085466,0.5045126,0.06270677,-29.297401,-0.7892183,-8.77E-08,4.2498236,14.931367,0.9135895,0.001097544,1.3403984,-20,21.008018,69.1384,0.6458887
1,0.08829309,0.4977547,0.011363637,-18.968657,-0.276071,-1.91E-07,2.0919623,8.919186,0.9746292,-0.003041802,2.5072687,-20,9.5148115,61.7868,0.6436171
1,0.11792232,0.5039757,0.025479196,-23.980324,0.7718598,-2.03E-06,2.453531,15.567556,0.96758413,0.002857152,0.96746916,-20,7.054973,76.117455,0.5706626
1,0.14091553,0.5092122,0.01258648,-21.777193,-0.08604415,-1.60E-05,2.1424224,9.276536,0.95643264,0.00034586,0.40871447,-20,11.3794565,67.768845,0.5513923
1,0.16168341,0.50916857,0.119412355,-18.06614,-0.59021956,-3.43E-07,1.841825,6.4863343,0.99762434,0.000141477,0.94019294,20,5.267591,60.54963,0.5833605
1,0.06882238,0.5062241,0.055009823,-21.713497,-0.20366971,-1.22E-07,1.9739678,6.2891374,0.97737896,0.002319314,0.47550818,20,4.0487733,56.012096,0.74236673
1,0.010752688,0.49578854,0.15065312,-27.877186,-0.06350595,-1.89E-06,3.2828891,15.793371,0.9280199,-0.009083351,1.6590365,-20,21.48268,85.453476,0.5665589
1,0.16436478,0.50363654,0.11149752,-21.320532,0.30944398,-4.77E-08,1.653215,9.177016,0.9905349,-0.00070616,1.469933,20,5.0901146,76.19651,0.64756274
1,0.006191403,0.5061008,0.06487538,-33.3055,0.11061171,-1.05E-05,3.0214372,20.245438,0.91734964,0.001684623,4.999971,20,11.510598,88.74895,0.5898508
1,0.06408218,0.52390265,0.013812493,-8.36921,-0.03366198,-4.96E-07,1.974166,13.413085,0.9752251,0.002052775,0.6183428,-20,8.090483,53.77449,0.546349
1,0.2453977,0.5052083,0.029677195,-22.416313,-0.2513394,-3.41E-06,1.7993002,11.008208,0.93113047,0.00354365,0.90046835,-20,7.4288764,66.09091,0.64986956
1,0.15033947,0.51438266,0.03473344,-31.898361,-0.011989974,-1.32E-05,2.3971071,17.399511,0.9191196,-0.000150865,0.472663,20,36.76418,74.717674,0.5783409
1,0.22802128,0.51734614,0.3166287,-38.437813,-0.34425446,-1.78E-06,2.5212984,10.647414,0.9875388,-0.010631483,0.47593063,-20,5.211369,75.23184,0.6058304
1,0.04216349,0.50239646,0.08809436,-24.69889,-0.81098235,-2.33E-07,2.4722414,27.201666,0.959622,0.004342585,2.194893,-20,19.500294,75.861855,0.58426315
1,0.008062274,0.50305724,0.030425118,-16.014484,-0.38536233,-6.36E-08,2.179508,8.457213,0.9868302,-0.002588969,2.268636,-20,9.557323,57.86776,0.6230138
1,0.056533135,0.50449103,0.15039282,-37.29723,-0.4954493,-1.15E-06,2.4289274,13.009293,0.97344637,-0.002930752,0.64875066,19.999996,11.181939,76.53024,0.64684516
1,0.002501925,0.50173146,0.3278846,-24.818441,-0.14805864,-3.77E-08,5.6402445,3.6985927,0.9849005,0.006646116,3.9741588,-20,81.82126,70.67279,0.5711465
1,0.001253761,0.50727,0.08383459,-23.30405,-0.4864189,-1.93E-07,17.40728,11.224607,0.99625474,0.006122356,14.52119,20,12.557422,55.878483,0.5422656
1,0.26666668,0.50329006,0.05650194,-24.502556,-0.41753057,-8.67E-07,2.0580797,14.406873,0.9517104,0.004598518,1.5821803,-20,9.4958315,72.36668,0.648952
1,0.027349288,0.5078783,0.09977494,-26.814346,-0.12736812,-4.95E-07,2.1374123,6.7506313,0.99444723,-0.00092788,0.5853022,20,9.039175,61.073326,0.6182441
1,0.060384735,0.5042682,0.10478149,-24.84716,-0.29558545,-1.34E-06,2.0656562,16.202227,0.9633454,0.001855609,3.3719049,-20,11.5380335,57.335182,0.60268086
